customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3282-HYOAB,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,67.97,2954.85,No
3261-ZUHAE,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.5,127.46,Yes
2060-TGDYQ,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.18,604.38,Yes
2510-BYHSV,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,80.44,2286.45,No
3297-WYPQB,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.05,4316.9,No
1330-EFCMJ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.79,293.71,Yes
0706-GBHLH,Female,1,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),67.17,3792.26,No
0934-PQHDO,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,71.57,,No
2440-CEOIU,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,72.65,3949.24,No
2557-CZCOF,Female,1,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.35,3547.14,No
1932-SPRJX,Female,0,No,No,13,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.56,1006.67,No
1511-GZPQH,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.5,3240.51,No
3397-FLRMF,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.45,1541.08,Yes
0047-AXWOO,Female,1,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.57,552.83,Yes
0839-NHVHI,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,94.26,1719.44,Yes
5030-UUPTL,Female,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),54.75,1815.49,No
0415-DTHCB,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,66.5,517.96,No
1032-TALSS,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.57,385.01,No
2603-KCZYD,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.28,1050.2,No
3473-WNVHW,Female,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,605.11,No
3916-ZRGPN,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,78.48,3213.43,No
0232-SMHYZ,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.7,565.88,Yes
2533-QBQUD,Male,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.85,,No
3400-DPTNM,Male,1,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.65,1173.77,No
0285-QVFZZ,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.74,74.35,No
1526-VRCXA,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.16,277.25,No
0553-QBFXG,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2193.46,Yes
0080-BKKNK,Female,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,100.62,4923.41,No
4217-IDSOF,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.17,763.02,No
1889-HPVQJ,Male,0,Yes,No,36,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),59.28,2100.9,No
3104-PGRWH,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,69.45,320.68,Yes
4803-LQZBF,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.3,3560.59,No
2341-NRNOV,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.26,1295.66,No
4011-TNMGE,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,95.48,3391.07,No
1859-FUWLT,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.12,369.25,No
4955-DPRBG,Male,0,Yes,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.7,121.19,Yes
0461-AUKWJ,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.25,1644.45,No
5067-WHRDB,Female,0,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.89,843.92,No
0747-RVXME,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),94.69,3483.62,No
2669-VATOW,Female,1,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.22,3948.11,Yes
3031-CKDRT,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,107.11,1370.28,No
5133-RSNVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.81,1196.03,No
4697-UGVNA,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,77.0,2873.79,Yes
1469-DOGPU,Male,1,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.33,2814.21,No
3242-ZAONX,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,79.81,2442.05,No
0678-PSSRT,Male,1,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.16,232.62,No
4427-CYDVN,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.15,,Yes
2624-BNKMV,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,78.95,4211.69,No
2022-JDQMF,Female,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.42,1366.93,No
4157-HZFHH,Male,1,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.15,2869.95,Yes
3088-GUNGZ,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.6,436.65,Yes
2858-QGDOL,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.39,272.79,Yes
1886-TOVIZ,Female,0,No,No,17,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.55,1371.46,Yes
3254-ROLUC,Male,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.56,3145.48,No
0333-AQKXY,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),85.01,3449.38,No
0892-CMFDS,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.6,414.26,No
4007-TFFHP,Male,0,No,No,13,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,54.93,676.13,Yes
1430-UGRUI,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.84,2010.37,No
1167-TWTUY,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.07,5865.08,No
4150-UCQQB,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.31,1256.61,No
1050-TYAOJ,Male,0,No,Yes,5,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.24,302.25,Yes
3203-RAYTI,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.17,359.62,No
2583-CXOGO,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.41,1472.39,Yes
2028-OJZQG,Female,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,71.96,2875.8,No
1078-QPKMH,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,93.49,5084.66,No
4346-HANIU,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.77,623.53,No
3505-GXHRE,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.1,822.66,Yes
0968-JUNDH,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.16,212.04,No
0370-XKTII,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.78,2044.29,Yes
5188-HJQHP,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.78,968.61,Yes
4712-XXMYG,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.53,3036.28,No
5196-XKXER,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,100.43,1079.1,No
0784-UXHBH,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.66,1026.64,Yes
4480-KIFTR,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.41,679.9,No
5166-CSWMI,Female,0,No,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),85.6,5251.6,No
1379-MWAQV,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,65.91,2693.67,No
2230-EQOSS,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,93.47,1133.83,No
1380-NKETR,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.09,1399.49,No
0967-SEEVD,Male,1,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.2,597.21,Yes
0715-QSEIX,Female,0,Yes,No,47,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,70.52,3053.15,No
2582-JWICP,Female,1,Yes,No,9,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.35,780.09,Yes
4608-KUTLZ,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),73.65,5025.63,No
5230-RNSKA,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.87,809.67,No
1361-QGSLR,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.81,4490.63,Yes
1877-KRZOU,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.23,190.31,Yes
1027-IAECB,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.97,1499.05,No
1352-SYHKT,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.63,2185.17,No
3629-RMLBN,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.95,2032.7,No
0334-GMJJX,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,99.84,,Yes
3023-AAULM,Male,1,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,102.66,3260.04,No
0501-FVSMS,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,88.69,5461.07,No
3293-DSPTV,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.83,,Yes
2649-SOWOH,Female,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.29,1168.52,No
4759-SHTTT,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.53,581.67,No
2507-GNVGA,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.12,265.88,Yes
2875-LOPAI,Male,1,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.05,946.91,No
4381-MYRFD,Female,0,Yes,No,72,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.49,5983.75,No
3337-VOQFK,Female,1,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,86.64,5234.74,Yes
1658-XNLSC,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.45,894.0,No
4655-BXHWH,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.29,596.76,Yes
3436-WKFYR,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),71.43,2195.77,Yes
2641-UOXHW,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.51,302.15,No
1135-ONBJK,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.23,469.1,Yes
0598-CNOZK,Male,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.8,486.49,No
3609-EHOII,Female,1,No,Yes,6,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.41,482.19,No
2293-UEQUH,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.11,1025.81,Yes
0407-JQJLN,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),91.51,2513.81,Yes
0861-CODUX,Female,0,Yes,No,25,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,56.32,1348.2,No
4698-ZNVBO,Female,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.28,1586.73,No
4720-QVZYY,Male,0,No,No,50,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,63.08,2921.34,No
3909-OYTHL,Male,0,Yes,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,54.62,1298.21,No
1849-OOZFZ,Female,1,No,No,30,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,72.77,1907.45,No
3491-ZBUJJ,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,76.82,4204.95,Yes
3408-UHEDH,Male,1,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,61.39,1054.12,No
1128-GYMWJ,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.3,667.01,No
3563-SZKRS,Female,0,No,Yes,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),72.33,775.96,No
0344-PBBGX,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),94.13,5100.72,No
0205-JONKS,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.81,5861.85,Yes
3271-XLEZN,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.08,327.51,Yes
1790-LNXWF,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,96.57,4020.76,No
2752-ZZVUR,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.32,162.8,No
3365-IHDNR,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.49,3672.09,No
3091-MKFBY,Female,0,No,Yes,61,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68.61,3854.75,No
2058-DUQVM,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.85,1316.34,Yes
4491-UHIRS,Female,1,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,68.93,204.21,No
1272-AKNWX,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.93,1115.25,No
5035-QHDZG,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.67,142.63,No
0837-QGAOD,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.91,1784.01,Yes
3217-DVILB,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,76.26,4209.29,No
0658-YYUJN,Female,1,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),87.36,1638.5,No
2150-SWCFA,Female,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.86,914.64,No
1251-HYXHZ,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.47,672.82,No
0329-CZFYU,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.88,211.29,Yes
4648-ONRIP,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.81,895.17,No
4456-VBDVB,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.41,1852.31,Yes
4451-BBVET,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.61,1023.67,Yes
0187-BRRXJ,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),83.31,5404.38,No
1654-XEGOB,Female,1,No,Yes,3,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.23,286.8,Yes
0014-WZHQK,Male,0,Yes,No,53,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.11,3414.9,Yes
1424-KNAIN,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),101.73,1347.34,Yes
0425-WCVDL,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.1,1352.99,Yes
4273-OHIYB,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.93,3153.28,No
2502-TNJHT,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.06,799.48,Yes
1258-MAUQT,Male,0,Yes,No,38,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.96,3594.19,No
3479-VYAUI,Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,82.92,1191.83,No
2921-LPGIL,Male,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,671.77,No
4006-UAVDB,Male,1,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.6,223.08,No
5047-NURZH,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.16,172.63,No
0219-URLRW,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),81.49,2376.47,Yes
2734-VJBSU,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),76.61,4495.74,No
5125-OPYQR,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.73,1876.84,No
4931-THHCV,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.71,819.64,No
1506-IGZAX,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.02,5267.7,Yes
5173-HVETD,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,84.8,3110.2,Yes
1764-AAMCY,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.94,228.51,No
1219-HJCQH,Female,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.74,136.39,Yes
3281-GDOZD,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.3,407.74,Yes
2343-OYIAX,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),86.12,4968.48,No
2355-QINLW,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.38,309.07,Yes
1664-KCNTG,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.04,1272.06,Yes
2189-VBHCN,Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.23,929.65,No
5255-ESAOU,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),62.21,1365.24,No
2648-BHCGO,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,72.89,2039.09,No
4091-PUUZQ,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,82.86,221.2,No
0087-ZIQUL,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.6,5121.92,No
2243-WOXBC,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.61,,Yes
2640-GRLHL,Male,1,No,No,0,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.37,,Yes
2950-FXTTK,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.46,1338.83,Yes
2468-TFLNN,Male,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.69,248.64,No
2969-NSRME,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.75,279.78,No
